GeoName,StateAbbrev,HPI_med,HPI_med_annual_change,Med_house_count,grant_amount,number_of_properties,number_of_grants,protection_grant,accommodation_grant,relocation_grant,planning_grant,protection_amount,accommodation_amount,relocation_amount,planning_amount,unemployment_rate,population,fips,Schools,LawEnforcement,FireEMS,HospitalMedical,Census_Division,amenity_scale,amenity_rank,household_income,hh_income_pct_state_total,Mean_Jan_Temp,Mean_Jul_Temp,Mean_rel_humidity,pct_no_hs,pct_hs_only,pct_some_college,pct_bachelors_or_higher,white_only,black_only,asian_only,native_american_only,multiracial,hispanic,Inundated_2020,Inundated_2100,FP100_2020,FP100_2100,July_avg_temp_19,July_1901_2000_avg,X1,state_fips,Protection,Hardened_Structures_Limited,Accommodation,Retreat,Setback,State_Permitting_Authority,State_Climate_Policy,Years_since_policy_enacted,Standardized_Climate_data_expectations,Emphasized_green_protection,Climate_Policy_Mainstreaming,Years_since_first_state_climate_report,RPS,CAI,Barriers,grants_pc,grant_money_pc,pct_black,pct_hispanic,pct_white,pct_native_american,pct_asian,FP100_change_rate,July_avg_med,region
Levy County,FL,161.07,4.35,20306,102668.8255,0.5,0.55,0.15,0.35,0.05,0,30658.5,59924.6755,12085.65,0,6.3,39712,12075,16,7,18,1,5,2.47,5,41405,69.9,56.9,82.4,75,20.6,39.65,28.35,11.4,35791,3879,256,205,668,3047,110,912,5333,3168,82.7,80.4,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",1.3849717969379533e-5,2.5853350498589847,9.767828364222401,7.672743755036262,90.12641015310233,0.5162167606768735,0.6446414182111201,27.0625,81.55000000000001,South
Liberty County,FL,75.37,-4.035,3387.5,24744.214285714286,0.14285714285714285,0.14285714285714285,0,0,0.07142857142857142,0,0,0,4468.642857142857,0,5.578571428571428,8335,12077,9,2,6,0,5,0.36,4,44236,74.7,52.6,81.1,74,26.5,43.1,19.5,10.9,6604,1510,27,104,120,518,0,0,100,303,82,80.6,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",1.713942925700574e-5,2.968711971891336,18.11637672465507,6.214757048590282,79.23215356928614,1.247750449910018,0.3239352129574085,2.5375,81.7,South
Liberty County,GA,143.96,2.1500000000000004,27567.5,3196.95,0,0.1,0,0,0,0.1,0,0,0,3196.95,6.33,62570,13179,22,6,12,2,5,1.46,4,51410,83,51.4,81.5,74,11.25,32.9,39.45,16.4,31331,27394,1297,407,3010,6159,1783,15895,3825,29240,83,81.4,6,13,1,0,0,0,2,1,0,NA,0,1,1,0,0,1,"resources, state and local political differences",1.59821000479463e-6,0.05109397474828192,43.781364871344095,9.843375419530126,50.07351766022056,0.6504714719514144,2.072878376218635,317.6875,81.7,South
Lincoln County,ME,147.16500000000002,2.645,23799.5,4654,0,0.15,0,0,0,0,0,0,0,0,4.835,34327,23015,28,6,36,2,1,1.55,4,58619,99.7,23.3,66.9,75,9.5,34.75,25.7,30.05,33687,109,187,118,356,287,402,710,962,1391,70.5,66.9,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,4.3697381070294515e-6,0.1355784076674338,0.31753430244414016,0.836076557811635,98.13557840766744,0.34375273108631693,0.5447606840096717,5.3625,64.35,Northeast
Lincoln County,OR,480.98,4.315,31096.5,524577.2325,0.5,0.65,0.15,0.2,0.1,0.15,52959.1,59582.773,358845.55,40702.0095,7.425,45952,41041,21,10,26,4,9,6.06,6,52276,78.1,43.3,57.1,70,11.8,28.15,37.2,22.85,41891,244,528,1745,1620,3655,456,1441,1652,6714,61.8,60.9,16,41,1,0,1,0,1,1,0,NA,0,0,1,11,1,1,conflicting and partisan perceptions of need/economic development,1.4145194986072425e-5,11.415764983025767,0.5309888579387186,7.953951949860724,91.16251740947075,3.7974408077994433,1.149025069637883,63.275,64.35,West
Livingston Parish,LA,243.43,2.275,54455,3607548.7695,13.45,1.8,0.1,0.9,0.45,0.15,54686.9,1887778.85,1287801.4195,12500,5.515,127283.5,22063,48,7,21,7,7,0.07,4,63852,124.9,52.3,81.6,71,18.8,40.65,25,15.55,118948,6565,660,545,1305,3801,2932,45572,49935,142808,82.2,81.6,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.4141660152337106e-5,28.342627045139395,5.157777716671839,2.9862472355018523,93.45123287778856,0.4281780435013179,0.5185275389190273,1160.9125,81.9,South
Los Angeles County,CA,1028.3249999999998,7.805,3496479,3836555.646,2.05,4.1,0.1,0.3,0,2.25,21094,125200.046,0,217335.3835,7.26,9808254.5,6037,3328,143,469,135,9,10.33,7,72721,90.4,54.5,68.5,68,25.5,19.7,26.1,28.7,7056710,920648,1393578,146005,300228,4687889,4411,46721,29021,81708,75.8,74.2,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",4.1801525439618227e-7,0.391155801065317,9.386461169008205,47.795344217464994,71.94664453292887,1.488593102880844,14.20821615099812,658.5875,75,West
Manatee County,FL,471.59000000000003,8.11,181949,286595.165,1.65,1.5,0.05,1.15,0.15,0,31427.55,127618.965,94947,0,5.67,322067.5,12081,103,13,38,4,5,4.66,6,64151,108.4,61.3,81.2,72,14.45,31,29.35,25.3,281424,29282,5484,1657,4981,47955,13371,372193,207300,850993,82.5,80.9,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",4.657408773005659e-6,0.8898605571813362,9.091882912743447,14.88973584729909,87.38044043562296,0.5144884224580251,1.7027486474108688,8046.1625,81.7,South
Marin County,CA,1107.88,5.609999999999999,112518.5,411918.9985,0.85,0.75,0.05,0.4,0,0.25,8573.5,244890.846,0,31057.052499999998,4.465,251883,6041,119,19,43,4,9,8.14,7,112069,139.3,46.9,66.7,60,7.75,11.45,25.4,55.4,218456,7488,14286,2856,9271,39069,37301,184165,133504,249625,62,60.6,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",2.9775729207608292e-6,1.6353584739740277,2.972808804087612,15.510772858827313,86.72915599703038,1.1338597682257239,5.671680899465228,1451.5125,61.3,West
Martin County,FL,449.45000000000005,8.115,79362.5,891289.4,2,1.3,0,0.95,0,0,0,597981.65,0,0,5.97,146207.5,12085,41,8,16,3,5,5.34,6,70806,119.6,65.4,82.2,72,11.85,26.6,31.35,30.2,133210,8067,1630,1484,1924,17881,2564,56790,23172,194290,84.1,80.9,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",8.891472735666776e-6,6.096057999760615,5.5175008122018365,12.229878768189046,91.11023716293623,1.0149958107484227,1.1148538891643724,2138.975,82.5,South
Mason County,WA,270.47,4.1850000000000005,33118.5,27114.0515,0.1,0.35,0,0.1,0,0.15,0,12154.85,0,12437.97,8.295,60403.5,53045,22,5,47,4,9,5.2,6,63689,81,38.1,64.4,45,13.85,31.85,37.75,16.6,54186,697,760,2588,2465,4844,764,1064,1504,2145,62.8,61.4,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",5.7943662205004675e-6,0.448882126035743,1.1539066444825217,8.019402849172648,89.70672229258238,4.284519936758632,1.2582052364515302,8.0125,62.099999999999994,West
Matagorda County,TX,144.755,2.69,19221,743753.3035,0.1,0.55,0.05,0.05,0,0,149260.9,3337.5,0,0,8.215,36726,48321,26,11,15,2,7,1.54,4,49276,76.9,55,84,64,24.55,31.4,29.05,14.95,30694,4358,758,414,474,14074,202,6718,6468,19768,84.7,82.7,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",1.497576648695747e-5,20.251410540216742,11.8662527909383,38.32162500680717,83.57566846375865,1.1272667864727985,2.0639329085661386,166.25,83.7,South
Mathews County,VA,123.48,-1.1,5729.5,361020.0588235294,2.2941176470588234,0.35294117647058826,0,0.17647058823529413,0.17647058823529413,0,0,87240.58823529411,273779.4705882353,0,4.094117647058823,8944,51115,3,1,6,1,5,1.11,4,69112,90.4,38.6,77.9,72,14.35,32.3,29.8,23.55,7934,824,31,22,167,104,444,10631,12572,21870,80.5,78,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",3.946122277175629e-5,40.36449673787225,9.212880143112702,1.1627906976744187,88.70751341681574,0.24597495527728086,0.3466010733452594,116.225,79.25,East
McIntosh County,GA,138.06,2.99,9459.5,1111.111111111111,0,0.05555555555555555,0,0,0,0.05555555555555555,0,0,0,1111.111111111111,6.472222222222222,14029,13191,5,3,9,0,5,2,4,46682,75.4,54.1,82.3,74,21.8,37.6,26.2,14.35,8888,5170,46,65,162,227,924,2068,5920,3908,82.9,81.5,6,13,1,0,0,0,2,1,0,NA,0,1,1,0,0,1,"resources, state and local political differences",3.96005100545695e-6,0.079201020109139,36.85223465678238,1.61807684082971,63.35448000570247,0.46332596763846323,0.3278922232518355,25.15,82.2,South
Mendocino County,CA,872.87,6.87,40766,93920,0,0.4,0,0,0,0.1,0,0,0,21975,6.83,87339.5,6045,89,9,52,3,9,10.93,7,52309,65,47.9,56.5,60,16.35,25.5,35.85,22.3,76728,787,1572,5364,3341,19505,127,167,210,482,68.3,67.9,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",4.579829286863333e-6,1.0753439165555103,0.9010814121903606,22.332392560067323,87.85028538061243,6.141551073683728,1.7998729097372896,3.4,68.1,West
Miami-Dade County,FL,572.75,8.565,1004613,13074562.949,22.9,8.3,0.75,7,0,0.15,4451169.382,7903731.367,0,24550,5.575,2485457.5,12086,831,119,107,42,NA,NA,NA,54991,92.9,NA,NA,NA,25.35,24.8,24.15,25.75,1936470,485006,39574,6467,28797,1623859,40188,3148625,644312,15031581,84.3,81.5,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",3.339425437771517e-6,5.26042507224525,19.513751492431474,65.33441026450865,77.91201418652301,0.26019354585624577,1.5922219551128918,179840.8625,82.9,South
Middlesex County,CT,650.64,0.675,75790.5,9171.24,0,0.05,0,0,0,0.05,0,0,0,9171.24,4.805,163382.5,9007,79,12,56,4,1,2.32,4,81721,103.5,27.5,72.6,62,8.55,27.2,26.3,38,149965,8125,4354,295,2935,7834,3235,12021,23984,29419,75.5,71.3,3,9,1,0,1,0,1,1,1,9,0,0,1,11,1,2,"resources, economic development differences, local control favored",3.0603032760546573e-7,0.05613355163496703,4.972992823588818,4.794883172922437,91.78767615870733,0.18055789328722477,2.6649120927883954,67.9375,75.4,Northeast
Middlesex County,MA,848.63,4.645,625960,719111.268,0.4,2.2,0.3,1.05,0,0.4,158717.318,485274,0,9124.85,4.355,1501222.5,25017,606,67,198,25,1,-1.12,3,106543,124.3,26,73.1,66,9.05,21.2,19.8,49.95,1251008,76335,143449,3642,28587,98350,10,319397,274748,704759,75.3,71,10,25,1,1,1,0,0,1,0,NA,1,0,2,10,1,2,"resources, public perceptions, political patisanship, lack of planning horizon",1.4654723067366763e-6,0.47901711305286193,5.084855842488372,6.5513273348887315,83.33261725027435,0.24260227914249888,9.55547895132134,5375.1375,75.4,Northeast
Middlesex County,NJ,611.145,3.56,299230,6574280.8335,24.9,1.75,0.05,0,0.2,0.15,20000,0,5991891.65,21123.1835,5.46,807981,34023,328,31,156,10,2,-0.57,3,92770,108.1,31.2,74.9,60,12.9,27.15,21.65,38.3,526805,85023,177797,4860,15345,148975,5149,80086,86748,246183,78.8,74.2,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,2.165892514799234e-6,8.136677512837554,10.522895959187158,18.43793356526948,65.20017178621774,0.6014992926813874,22.005096654500537,1992.9375,75.4,Northeast
Middlesex County,VA,157.8,2.005,7265.5,5448.766315789474,0,0.10526315789473684,0,0,0,0.10526315789473684,0,0,0,5448.766315789474,4.226315789473684,10732,51119,4,2,6,2,5,1.27,4,58834,76.9,38.6,77.9,72,19.6,31.25,28.9,20.2,8744,1980,37,36,161,166,354,1438,1682,2750,80.4,77.8,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",9.808344939874846e-6,0.5077121054593248,18.449496831904586,1.546775997018263,81.47595974655236,0.3354453969437197,0.3447633246366008,13.35,75.4,East
Mobile County,AL,357.575,1.9949999999999999,182035.5,730901.7,5.3,2.8,0,0.95,0.7,0.2,0,140466.25,123092.8,47875.6,6.765,412531,1097,176,25,70,27,6,1.52,4,49492,95.6,51.2,81.6,72,18.4,32.95,27.75,20.9,252105,143564,7732,3923,5648,9936,2349,21829,62036,87293,82.4,81,1,1,1,0,1,0,2,1,0,NA,0,1,1,0,0,1,"resources, resident perceptions conflicting with public officials",6.7873687068365765e-6,1.7717497594120197,34.80077860815308,2.4085462668260083,61.11177099417983,0.9509588370328533,1.874283387187872,315.7125,81.7,South
Monmouth County,NJ,720.75,3.725,260290,1687174.124,22.75,3.85,0.45,1.2,0.1,0.1,403489.25,608677.9,96249.3,18166.65,5.37,626778,34025,330,53,220,7,2,0.64,4,102579,119.6,31.3,74.5,60,9.35,25.4,24.95,40.3,538302,48311,31950,1843,9925,60939,6661,88927,216752,211649,79.1,74.1,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,6.142525742766977e-6,2.6918209062857983,7.707832757371828,9.722581200999397,85.88399720475192,0.29404350503687116,5.097498635880647,63.7875,76.6,Northeast
Monroe County,FL,613.76,7.57,53251.5,2063562.5345,0.85,1.15,0.05,0.5,0,0.05,327279.25,318120.9845,0,19320,4,75816,12087,26,18,29,5,5,6.05,6,67528,114.1,65.6,82.3,72,11.85,27.8,30.4,29.95,66553,4271,816,310,1139,15071,15791,570289,179375,665959,84.9,82.2,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",1.516830220533924e-5,27.218034906879815,5.633375540782948,19.878389785797193,87.78226231929935,0.40888466814392743,1.076289965178854,6082.3,83.55000000000001,South
Monterey County,CA,952.2,7.73,140326.5,82993.856,0.05,0.15,0.05,0.05,0,0.05,65535.25,11410.98,0,6047.626,8.725,413318,6053,166,16,66,4,9,9.24,7,76509,95.1,50,61.9,74,30.05,19.45,26.95,23.6,342554,15220,28415,11232,17519,230003,370,7938,2472,20516,70,68.6,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",3.629166888449088e-7,0.20079903609327443,3.6823946694796743,55.6479514562637,82.87904228705258,2.7175201660706767,6.874851809018721,225.55,69.3,West
Nantucket County,MA,391.1,4.615,11947.5,7432.3,0,0.15,0,0.05,0,0.1,0,2048.5,0,5383.8,4.49,10169,25019,4,3,1,1,1,2.89,5,96030,112.1,31.8,68,66,6.4,23.8,24.2,45.6,9193,699,127,7,146,957,131,2820,1522,5288,71.7,67.7,10,25,1,1,1,0,0,1,0,NA,1,0,2,10,1,2,"resources, public perceptions, political patisanship, lack of planning horizon",1.475071295112597e-5,0.7308781591110237,6.873832235224703,9.41095486281837,90.40220277313404,0.06883666043858787,1.2488936965286654,47.075,69.7,Northeast
Napa County,CA,1114.4299999999998,6.25,55378,603676.7235,4.7,0.8,0.15,0.15,0,0,266268.55,50349,0,0,5.32,136019.5,6055,69,9,28,4,9,7.53,7,90230,112.2,47.4,67.3,60,17.05,19.15,32.75,31.05,117729,2961,9595,1740,4446,44010,1251,7314,4879,12748,72.7,71.8,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",5.8815096364859455e-6,4.438163083234389,2.1768937542043605,32.3556548877183,86.55303099923172,1.279228345935693,7.054135620260331,98.3625,72.25,West
Nassau County,FL,292.53499999999997,6.22,36583.5,68971.25,0.15,0.15,0,0.1,0,0,0,68118.5,0,0,5.35,73092,12089,27,5,21,1,5,2.04,4,72818,123,55.3,81.6,75,13.85,33.05,28.85,24.25,66548,4734,667,336,1025,2380,3296,38433,20791,77987,82.4,80.9,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",2.052208175997373e-6,0.9436224210583921,6.476769003447709,3.2561703059158322,91.04689979751545,0.45969463142341155,0.9125485689268319,714.95,79.75,South
Nassau County,NY,849.11,4.404999999999999,470637,22409751.816,2.1,1.05,0.05,0.45,0,0.2,40393.2,308258.616,0,43455.3,4.72,1340715,36059,462,34,184,55,2,0.76,4,117767,163.5,31.8,75.2,63,10.95,24.75,23.7,40.7,1048773,157896,106214,5985,20597,195355,14693,660757,790852,1257463,78.6,73.9,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",7.831642071581209e-7,16.71477667960752,11.776999586041777,14.57095654184521,78.2249023841756,0.4464035980801289,7.922190771342157,5832.6375,79.75,Northeast
New Castle County,DE,497.735,2.4749999999999996,220290.5,712353.9155,2.4,2.05,0.35,0.9,0.4,0.1,133039.457,222842.0485,260150.7,6270,5.005,537825,10003,249,20,54,11,5,0.01,3,76076,108.1,32,75.8,67,11.45,30.2,25.45,32.85,370214,130846,23863,2192,11340,46921,8001,60441,49289,117480,79,75.3,4,10,1,0,1,0,2,0,0,NA,0,1,1,0,1,1,"local political support, public perceptions, lack of trust in public institutions",3.8116487705108538e-6,1.3245087444800818,24.328731464695768,8.724213266397063,68.83540185004416,0.40756751731511176,4.436945102961,852.3875,77.15,Northeast
New Hanover County,NC,490.94,4.075,106379.5,662976.361,2.25,0.65,0,0.4,0.15,0.05,0,167360.64,161481.6,800.7875,5.685,201731,37129,68,11,23,13,5,1.25,4,57252,99.8,46.4,80.4,78,10.25,22.9,31.1,35.8,164878,30319,2496,1246,3715,10716,9284,117067,41987,219201,81.6,79.4,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,3.2221126153144535e-6,3.2864376868205682,15.029420366725986,5.31202442857072,81.7316128904333,0.6176542028741244,1.23729124428075,2215.175,80.5,East
New Haven County,CT,523.385,1.21,364990.5,1225774.6215,2.65,2.55,0.15,1.15,0.2,0.65,319832.5,455032.9975,198447.25,58274.75,6.06,856796.5,9009,376,38,142,14,1,2.52,5,69687,88.3,28.9,72.3,69,13.45,30.75,24.5,31.3,691242,117948,31295,3826,18102,129743,13724,71673,123337,194785,76,71.5,3,9,1,0,1,0,1,1,1,9,0,0,1,11,1,2,"resources, economic development differences, local control favored",2.9762026338809737e-6,1.4306484929618641,13.766162676901692,15.142802287357615,80.67750043330008,0.44654710891092575,3.6525592716590225,893.1,73.75,Northeast
New Kent County,VA,183.08999999999997,2.955,7986,0,0,0,0,0,0,0,0,0,0,0,3.965,18300,51127,5,2,6,1,5,0.24,4,102619,134.2,37.5,77.5,72,13.35,34.6,30.45,21.6,15155,2507,162,198,406,390,43,2174,1017,7887,80.5,77.9,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",0,0,13.699453551912569,2.1311475409836063,82.81420765027322,1.0819672131147542,0.8852459016393442,85.875,79.2,East
New London County,CT,344.595,1.4100000000000001,122358,183898.461,0.1,0.75,0,0.05,0.05,0.15,0,12415.8,37868.9,23100.161,5.43,269650,9011,142,19,95,2,1,2.43,5,75226,95.3,28,70,69,10.85,30.75,28.65,29.75,232756,17471,11787,2894,9100,23214,NA,NA,NA,NA,74.9,70.6,3,9,1,0,1,0,1,1,1,9,0,0,1,11,1,2,"resources, economic development differences, local control favored",2.781383274615242e-6,0.6819894715371778,6.479139625440386,8.608937511589097,86.31781939551271,1.0732430928982013,4.371221954385314,NA,72.75,Northeast
New York County,NY,270.67,5.69,864902.5,16580248.6,0.5,0.9,0.05,0,0,0.05,2907215.7,0,0,47500,5.885,1587894.5,36061,554,26,50,34,2,-0.31,3,93007,129.1,32.2,76.6,63,17,12.95,14.65,55.35,1039141,294120,184345,19240,48859,403577,27833,336883,446991,2367340,80,75.4,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",5.667882847380603e-7,10.441656293916251,18.522641145239813,25.415857287748022,65.44143833233254,1.211667399817809,11.609398483337527,24004.3625,77.7,Northeast
Newport County,RI,720.315,5.21,42236.5,6706.836,0,0.3,0,0,0,0.3,0,0,0,6706.836,5.845,83235.5,44005,42,9,14,2,1,2.14,4,80862,114.9,28.3,69.9,67,9.15,23.1,24.55,43.2,75781,3095,1339,372,2283,3512,1327,8255,15992,19207,75.4,70.6,17,44,1,1,1,0,2,1,1,7,0,1,2,3,1,3,resources,3.6042313676255924e-6,0.08057662896240186,3.718365360933736,4.219353521033693,91.04408575667834,0.44692468958557346,1.6086886004168892,40.1875,73,Northeast
Norfolk County,MA,862.7249999999999,4.445,275081.5,700788.708,2.75,1.1,0.25,0.7,0,0.1,59230.258,620379.55,0,1570.1,4.545,669660,25021,299,34,78,13,1,-0.64,3,106851,124.7,26.2,71.1,66,7.4,21.7,22.6,48.25,559784,40577,58665,1296,10514,22004,6409,71751,70069,161489,75.8,70.9,10,25,1,1,1,0,0,1,0,NA,1,0,2,10,1,2,"resources, public perceptions, political patisanship, lack of planning horizon",1.6426246154765107e-6,1.0464843472807095,6.059343547471851,3.2858465489950124,83.59227070453663,0.1935310456052325,8.760415733357226,1142.75,73.35,Northeast
Northampton County,VA,193.095,5.54,7348.5,59444.3,0.65,0.25,0,0.2,0,0.05,0,52777.65,0,6666.65,5.95,12434.5,51131,5,5,8,2,5,1.29,4,45235,59.2,40.4,78.6,72,25.05,32.1,23.7,19.15,7554,4543,83,28,181,874,440,2058,4470,3836,79.9,77.6,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",2.0105352044714304e-5,4.780594314206442,36.53544573565483,7.02883107483212,60.75033173830874,0.2251799429008002,0.6674976878845149,7.925,78.75,East
Northumberland County,VA,172.58499999999998,2.075,9171,31408.5625,0.15,0.15,0,0.15,0,0,0,31408.5625,0,0,6.01,12367,51133,4,2,7,0,5,1.19,4,60385,79,38.6,77.9,72,16.55,31.85,26.4,25.3,8986,3137,37,21,149,382,593,1950,2564,4778,80.3,77.2,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",1.2129053125252688e-5,2.539707487668796,25.365893102611793,3.088865529231018,72.66111425568043,0.16980674375353763,0.2991833104228997,27.675,78.75,East
Nueces County,TX,376.305,3.4400000000000004,146553.5,1355721.2525,0.7,1.05,0.05,0.45,0,0.1,1370.25,299576.8895,0,37495.834,5.655,339232.5,48355,153,18,41,13,7,3.33,5,56079,87.6,56.3,84.8,43,21.4,27.15,31.15,20.3,312368,14474,6081,2712,4576,206293,5227,123782,31984,264584,85.9,84.1,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",3.0952223032875683e-6,3.9964368169323397,4.266690249312787,60.8116852011526,92.08080004126963,0.7994517034777033,1.7925758882182574,2907.5,85,South
Ocean County,NJ,673.73,3.3150000000000004,280451,2606499.746,40.7,3.95,0.35,1.5,0.15,0.25,223695.15,1102349.8260000001,722643.009,71857.999,6.285,575343.5,34029,188,38,145,8,2,0.66,4,75627,88.2,31.3,74.5,60,12.5,35.85,26.9,24.75,538801,19201,10363,1591,6594,47783,14405,178360,318422,304835,78.5,73.8,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,6.865463848987605e-6,4.530336652799588,3.3373106674534427,8.305125546738601,93.64857689362964,0.27653045528453873,1.8011848573938873,169.8375,76.15,Northeast
Okaloosa County,FL,346.555,5.02,95412,187956.092,0.2,0.45,0,0.25,0.05,0,0,69073.3745,13363.6675,0,4.555,183573.5,12091,61,11,43,5,5,2.01,4,63520,107.3,50.4,80.7,74,9.8,25.9,36.55,27.65,150071,17165,5513,1158,6909,12296,3395,59600,72211,325697,82.2,81.1,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",2.4513342067346324e-6,1.0238737726305813,9.350478146355547,6.698134534668674,81.74981683086067,0.6308100025330453,3.0031567737173392,3168.575,81.65,South
Onslow County,NC,195.47,2.385,77117.5,129401.7,1.15,0.25,0,0,0.15,0.05,0,0,125951.7,500,6.005,179028.5,37133,52,8,49,10,5,0.74,4,50645,88.3,45,79.6,78,12.1,31.4,37.65,18.85,136912,28578,3552,1402,7292,17896,8533,31275,25125,56123,81.3,78.8,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,1.3964257087558684e-6,0.722799442546857,15.962821561930085,9.99617379355801,76.47497465487338,0.7831155374702911,1.984041647000338,387.475,80.05,East
Orange County,CA,1011.915,6.215,1076017.5,3465002.7715,0.25,2.2,0.05,0.2,0,1.55,148800,1025317,0,178799.8215,5.145,3001174,6059,889,45,152,34,9,8.74,7,95761,119.1,54.2,71.7,68,17.5,17.35,29.45,35.7,2266819,59316,549149,32622,101842,1012973,3890,204607,47512,380284,73.2,71.2,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",7.330464678155949e-7,1.1545491102815097,1.9764265584068101,33.75255816557121,75.53107550578541,1.0869746305945607,18.297806125203003,4159.65,74.05000000000001,West
Orange County,NY,531.325,3.3150000000000004,140923.5,674237.1,1.1,1.05,0.1,0.25,0.1,0.6,37021.4,390539.5,194046.7,52629.5,5.19,372762,36071,140,42,99,20,2,0.09,4,83188,115.5,27,74.7,62,14.25,30.2,29.2,26.4,309719,41281,9435,2955,9376,67185,134,765,2336,3689,74.9,70.8,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",2.8168107264152465e-6,1.8087602813591515,11.074358437823598,18.023564633734125,83.08760013091462,0.7927310187197193,2.5311056384502715,16.9125,74.05000000000001,Northeast
Orange County,TX,293.585,2.465,36493.5,1170151.691,4.75,1.6,0,0.3,0.55,0.25,0,481360.2,547895.391,28371.5,7.98,83435,48361,29,15,15,2,7,0.44,4,62976,98.3,52,83,64,16.55,37.95,32.25,13.25,72381,7021,842,490,1102,4766,916,38669,56092,179329,82.6,82,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",1.9176604542458202e-5,14.024710145622342,8.41493378078744,5.712231078084737,86.7513633367292,0.5872835141127823,1.0091688140468629,1540.4625,74.05000000000001,South
Orleans Parish,LA,478.63,4.91,191599,23343155.2695,15.35,2.2,0.05,1.1,0,0.5,10632489.8,6555818.4885,0,75752.9675,5.78,389943,22071,181,15,37,43,7,0.14,4,45092,88.2,52.9,81.9,80,19.4,23.1,25.85,31.7,118517,209082,10115,1246,4860,18051,3480,91540,28640,116208,82.5,81.8,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",5.641850219134592e-6,59.86299348750971,53.618605796231755,4.6291381047999325,30.393416473689744,0.3195338805928046,2.5939688621157453,1094.6,82.15,South
Pacific County,WA,175.505,3.41,16004.5,260640.4075,0.2,0.65,0.05,0,0.05,0.25,24134.65,0,55059.55,17831.5475,9.26,20946,53049,17,5,18,5,9,4.85,6,50521,64.2,40.4,61.7,63,16.4,30.7,35.8,17.05,19111,133,438,550,684,1677,535,1896,8497,9934,62.1,60,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",3.103217798147618e-5,12.44344540723766,0.6349661033132818,8.006301919220855,91.23937744676788,2.6257996753556765,2.0910913778287026,17.9625,61.05,West
